symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
ESLOY,EssilorLuxottica Société anonyme,84.85,2.64,+3.21%,"8,992","43,893",73.949B,43.11,43893,73949000000
CME,CME Group Inc.,205.55,-1.09,-0.53%,1.09M,1.818M,73.794B,35.02,1818000,73794000000
PLD,"Prologis, Inc.",99.71,1.99,+2.03%,1.034M,2.834M,73.732B,49.65,2834000,73732000000
ENB,Enbridge Inc.,36.34,0.43,+1.20%,3.329M,5.038M,73.412B,50.06,5038000,73412000000
GS-PJ,"The Goldman Sachs Group, Inc.",26.74,0.15,+0.55%,"143,781","79,494",73.146B,1.08,79494,73146000000
KDDIY,KDDI Corporation,16.01,-0.1,-0.62%,"129,976","153,216",72.844B,14.44,153216,72844000000
ZTS,Zoetis Inc.,153.08,1.99,+1.32%,"726,558",1.976M,72.761B,44.76,1976000,72761000000
ATVI,"Activision Blizzard, Inc.",93.59,2.28,+2.49%,1.837M,5.942M,72.508B,33.19,5942000,72508000000
GS-PK,"The Goldman Sachs Group, Inc.",28.01,0.17,+0.61%,"16,328","49,871",72.46B,1.13,49871,72460000000
ADYEY,Adyen N.V.,47.79,2.9,+6.46%,"198,613","367,240",72.296B,,367240,72296000000
CSX,CSX Corporation,94.42,0.83,+0.89%,"984,425",3.752M,71.996B,26.23,3752000,71996000000
FDX,FedEx Corporation,268.89,8.47,+3.25%,2.61M,2.806M,71.275B,29.03,2806000,71275000000
XIACF,Xiaomi Corporation,2.7500,0.0,0.00%,"151,733","548,044",70.733B,,548044,70733000000
DUK,Duke Energy Corporation,92.02,1.23,+1.35%,1.448M,2.981M,70.732B,53.53,2981000,70732000000
BEKE,KE Holdings Inc.,59.94,6.24,+11.61%,3.494M,4.286M,70.662B,,4286000,70662000000
XIACY,Xiaomi Corporation,13.77,-0.03,-0.22%,"22,629","268,737",70.58B,,268737,70580000000
ADDYY,adidas AG,179.98,6.82,+3.94%,"11,499","65,871",70.013B,40.41,65871,70013000000
NIO,NIO Limited,44.88,3.56,+8.63%,94.591M,115.141M,69.972B,,115141000,69972000000
MKKGY,MERCK Kommanditgesellschaft auf Aktien,32.08,0.53,+1.68%,"122,375","63,005",69.952B,30.96,63005,69952000000
MUFG,"Mitsubishi UFJ Financial Group, Inc.",5.51,-0.03,-0.54%,"806,224",1.55M,69.588B,6.41,1550000,69588000000
BDX,"Becton, Dickinson and Company",239.46,1.57,+0.66%,1.314M,1.303M,69.577B,45.56,1303000,69577000000
ATLKY,Atlas Copco AB,60.68,1.78,+3.02%,"282,334","92,955",68.993B,6.23,92955,68993000000
NJDCY,Nidec Corporation,29.56,0.69,+2.39%,"45,850","126,005",68.974B,25.58,126005,68974000000
DUK-PA,Duke Energy Corporation,27.64,0.24,+0.89%,"30,237","81,617",68.14B,16.08,81617,68140000000
WBK,Westpac Banking Corporation,19.06,-0.13,-0.68%,"37,622","125,173",68.05B,11.21,125173,68050000000
ITW,Illinois Tool Works Inc.,214.22,0.24,+0.11%,"333,868",1.002M,67.835B,32.31,1002000,67834999999
CCI,Crown Castle International Corp. (REIT),155.78,3.84,+2.53%,1.217M,2.449M,67.19B,66.29,2449000,67190000000
SHECY,"Shin-Etsu Chemical Co., Ltd.",40.53,0.01,+0.04%,"52,264","71,928",66.984B,24.24,71928,66983999999
DELL,Dell Technologies Inc.,89.29,1.61,+1.83%,1.213M,2.589M,66.946B,21.16,2589000,66946000000
DNNGY,Ørsted A/S,52.59,1.65,+3.24%,"22,347","51,671",66.301B,42.26,51671,66301000000
CHGCY,"Chugai Pharmaceutical Co., Ltd.",20.61,-0.59,-2.77%,"109,122","50,891",66.257B,7.24,50891,66257000000
DPSGY,Deutsche Post AG,53.40,1.29,+2.48%,"15,970","66,370",65.936B,27.64,66370,65936000000
NTDOY,"Nintendo Co., Ltd.",69.71,1.22,+1.78%,"402,833","522,255",65.878B,48.32,522255,65878000000
NSC,Norfolk Southern Corporation,261.36,2.07,+0.80%,"332,897",1.177M,65.838B,33.35,1177000,65837999999
STOHF,Equinor ASA,20.35,0.0,0.00%,241,"116,531",65.598B,,116531,65598000000
EQNR,Equinor ASA,20.50,-0.1,-0.51%,1.026M,4.112M,65.264B,,4112000,65263999999
ICE,"Intercontinental Exchange, Inc.",115.80,0.22,+0.19%,"821,560",2.434M,65.046B,30.72,2434000,65046000000
BAM,Brookfield Asset Management Inc.,43.15,0.53,+1.26%,"761,091",2.661M,65.005B,,2661000,65004999999
CL,Colgate-Palmolive Company,75.69,-0.11,-0.14%,2.427M,4.472M,64.232B,24.11,4472000,64232000000
TWLO,Twilio Inc.,376.27,23.51,+6.66%,1.072M,2.268M,64.147B,,2268000,64147000000
AXAHY,AXA SA,27.15,-0.17,-0.62%,"67,507","102,995",64.146B,10.09,102995,64146000000
SO,The Southern Company,60.01,0.23,+0.38%,1.381M,3.784M,63.407B,20.48,3784000,63407000000
SHW,The Sherwin-Williams Company,708.02,1.92,+0.27%,"233,769","488,518",63.162B,32.07,488518,63162000000
HCA,"HCA Healthcare, Inc.",185.75,0.38,+0.20%,"582,764",1.565M,63.14B,16.99,1565000,63140000000
ABLZF,ABB Ltd,31.28,0.45,+1.46%,"2,857","45,043",63.056B,12.83,45043,63056000000
ABB,ABB Ltd,31.05,0.33,+1.07%,"941,502",1.942M,62.817B,12.74,1942000,62817000000
ZURVY,Zurich Insurance Group AG,42.21,-0.37,-0.87%,"12,794","76,970",62.619B,16.51,76970,62619000000
WDAY,"Workday, Inc.",257.17,14.46,+5.96%,1.1M,2.166M,62.468B,,2166000,62468000000
GPN,Global Payments Inc.,211.52,2.15,+1.03%,1.14M,1.864M,62.45B,108.47,1864000,62450000000
ANZBY,Australia and New Zealand Banking Group Limited,22.15,-0.12,-0.54%,"3,981","31,213",62.327B,14.13,31213,62327000000
VMW,"VMware, Inc.",148.20,2.36,+1.61%,"579,868",1.517M,62.139B,30.49,1517000,62139000000
SOBKY,SoftBank Corp.,13.35,-0.01,-0.04%,"4,616","31,871",62.037B,,31871,62037000000
HEINY,Heineken N.V.,54.00,-0.35,-0.64%,"9,084","63,576",62.017B,26.26,63576,62017000000
BAYRY,Bayer Aktiengesellschaft,15.74,-0.49,-3.02%,"267,934","520,423",61.732B,8.53,520423,61732000000
ECL,Ecolab Inc.,215.54,-1.43,-0.66%,"390,884","933,628",61.612B,,933628,61612000000
SAFRY,Safran SA,36.11,0.06,+0.17%,"63,984","126,195",61.586B,25.30,126195,61586000000
APD,"Air Products and Chemicals, Inc.",275.57,3.95,+1.45%,"421,918",1.255M,60.977B,32.37,1255000,60977000000
RBGLY,Reckitt Benckiser Group plc,17.45,-0.16,-0.88%,1.845M,"487,096",60.85B,7.18,487096,60850000000
BMWYY,Bayerische Motoren Werke Aktiengesellschaft,31.39,-0.99,-3.04%,"48,624","52,523",60.594B,6.60,52523,60594000000
ILMN,"Illumina, Inc.",415.25,15.8,+3.96%,"353,605",1.111M,60.585B,93.31,1111000,60585000000
COF,Capital One Financial Corporation,131.63,2.1,+1.62%,1.167M,3.41M,60.449B,25.40,3410000,60449000000
SCCO,Southern Copper Corporation,78.00,2.86,+3.81%,"908,998",1.021M,60.3B,38.40,1020999,60300000000
BCDRF,"Banco Santander, S.A.",3.4962,-0.0438,-1.24%,"100,057","93,033",60.245B,,93033,60245000000
ADSK,"Autodesk, Inc.",273.92,10.28,+3.90%,1.044M,1.431M,60.232B,50.35,1431000,60232000000
MMC,"Marsh & McLennan Companies, Inc.",118.18,0.83,+0.71%,1.447M,1.71M,60.058B,29.99,1710000,60058000000
VCISY,VINCI SA,26.71,-0.03,-0.12%,"25,261","153,128",60.029B,17.02,153128,60029000000
SMMNY,Siemens Healthineers AG,27.99,0.62,+2.27%,"8,922","43,415",59.997B,38.13,43415,59997000000
IBN,ICICI Bank Limited,17.40,0.15,+0.87%,3.516M,8.998M,59.952B,50.00,8998000,59952000000
SAN,"Banco Santander, S.A.",3.5050,-0.065,-1.82%,2.94M,7.838M,59.888B,7.27,7838000,59888000000
DKILY,"Daikin Industries,Ltd.",20.36,0.14,+0.70%,"25,725","135,585",59.502B,32.75,135585,59502000000
TOELY,Tokyo Electron Limited,95.15,1.85,+1.98%,"19,941","69,521",59.376B,27.72,69521,59376000000
D,"Dominion Energy, Inc.",73.33,0.12,+0.16%,1.572M,4.261M,59.078B,,4261000,59078000000
TEAM,Atlassian Corporation Plc,235.45,9.76,+4.32%,"724,423",1.472M,58.877B,,1472000,58877000000
EQIX,"Equinix, Inc. (REIT)",659.36,20.66,+3.23%,"388,910","574,286",58.873B,157.74,574286,58873000000
HNHPF,"Hon Hai Precision Industry Co., Ltd.",8.38,0.22,+2.63%,"61,568","224,613",58.762B,,224613,58762000000
DCUE,"Dominion Energy, Inc.",96.86,0.16,+0.17%,"6,952","122,323",58.364B,55.99,122323,58364000000
TAK,Takeda Pharmaceutical Company Limited,18.54,0.01,+0.07%,"924,521",3.92M,58.063B,22.85,3920000,58063000000
TKPHF,Takeda Pharmaceutical Company Limited,36.97,0.01,+0.03%,749,"80,455",58.041B,22.78,80455,58041000000
STLA,Stellantis N.V.,18.23,0.16,+0.86%,2.158M,3.034M,56.861B,,3034000,56861000000
BMO,Bank of Montreal,87.80,0.47,+0.54%,"354,695","643,985",56.643B,14.30,643985,56643000000
VRTX,Vertex Pharmaceuticals Incorporated,217.32,3.04,+1.42%,"828,344",2.025M,56.496B,21.12,2025000,56496000000
NGLOY,Anglo American plc,21.16,0.94,+4.65%,"391,028","418,281",56.301B,25.34,418281,56301000000
VLVLY,AB Volvo (publ),27.92,-0.05,-0.18%,"19,757","62,448",56.178B,18.32,62448,56178000000
LUKOY,PJSC LUKOIL,86.21,3.01,+3.61%,"20,012","95,215",55.925B,3.29,95215,55925000000
ADI,"Analog Devices, Inc.",151.55,4.44,+3.02%,2.254M,2.834M,55.906B,40.19,2834000,55906000000
ETN,Eaton Corporation plc,140.07,0.82,+0.59%,"680,062",2.145M,55.762B,40.13,2145000,55762000000
MRNA,"Moderna, Inc.",138.88,9.13,+7.04%,4.847M,16.895M,55.522B,,16895000,55522000000
DSNKY,"Daiichi Sankyo Company, Limited",29.24,-0.62,-2.07%,"20,656","29,635",55.464B,30.08,29635,55464000000
BSX,Boston Scientific Corporation,38.99,-0.35,-0.88%,2.878M,10.758M,55.225B,14.97,10758000,55225000000
EMR,Emerson Electric Co.,91.70,-0.02,-0.02%,1.127M,2.684M,55.023B,26.54,2684000,55023000000
PUK,Prudential plc,42.50,0.01,+0.02%,"105,786","365,296",54.969B,26.04,365296,54969000000
MCO,Moody's Corporation,292.83,1.7,+0.58%,"244,509","799,355",54.788B,31.19,799355,54788000000
CFRUY,Compagnie Financière Richemont SA,9.64,0.08,+0.84%,"53,238","252,416",54.787B,18.71,252416,54787000000
PGR,The Progressive Corporation,93.17,0.95,+1.03%,1.67M,2.924M,54.574B,9.64,2924000,54574000000
WMMVY,"Wal-Mart de México, S.A.B. de C.V.",31.70,0.05,+0.16%,"21,255","117,456",54.372B,31.08,117456,54372000000
TWTR,"Twitter, Inc.",67.98,3.15,+4.86%,7.741M,21.177M,54.259B,,21177000,54259000000
FCX,Freeport-McMoRan Inc.,37.01,2.55,+7.39%,16.356M,22.678M,54.027B,90.26,22678000,54027000000
SPOT,Spotify Technology S.A.,283.07,12.88,+4.77%,1.078M,1.643M,53.844B,,1643000,53844000000
DBSDY,DBS Group Holdings Ltd,84.69,1.21,+1.45%,"13,673","67,768",53.637B,13.74,67768,53637000000
GLNCY,Glencore plc,8.04,0.17,+2.11%,"187,642","408,081",53.536B,,408081,53536000000
GLCNF,Glencore plc,4.0100,0.075,+1.91%,"25,817","98,180",53.43B,,98180,53430000000
MET,"MetLife, Inc.",60.37,-0.11,-0.18%,1.621M,5.815M,53.391B,10.63,5815000,53391000000
CEO,CNOOC Limited,121.76,0.0,0.00%,"96,500","267,861",53.213B,10.59,267861,53213000000
VIACA,ViacomCBS Inc.,85.62,2.82,+3.41%,"114,872","116,463",53.103B,,116463,53103000000
VIAC,ViacomCBS Inc.,85.59,2.7,+3.26%,7.549M,15.889M,53.027B,,15889000,53027000000
IFNNY,Infineon Technologies AG,40.87,1.72,+4.38%,"110,793","262,650",52.939B,36.88,262650,52939000000
PBR-A,Petróleo Brasileiro S.A. - Petrobras,8.39,0.51,+6.41%,7.079M,8.558M,52.801B,11.42,8558000,52801000000
SNOW,Snowflake Inc.,239.72,12.61,+5.55%,4.293M,4.896M,52.796B,,4896000,52796000000
CSUAY,China Shenhua Energy Company Limited,7.52,0.14,+1.90%,"15,444","87,345",52.751B,5.30,87345,52751000000
LNSTY,London Stock Exchange Group plc,27.36,0.47,+1.75%,"216,362","160,461",52.614B,48.79,160461,52614000000
ISNPY,Intesa Sanpaolo S.p.A.,16.34,0.0,0.00%,"57,649","129,823",52.497B,8.99,129823,52497000000
EW,Edwards Lifesciences Corporation,83.76,0.78,+0.94%,1.056M,2.545M,52.31B,64.43,2545000,52310000000
PBR,Petróleo Brasileiro S.A. - Petrobras,8.26,0.42,+5.36%,34.791M,36.633M,52.279B,,36633000,52279000000
RKT,"Rocket Companies, Inc.",26.34,0.39,+1.50%,12.132M,22.659M,52.27B,,22659000,52270000000
UBS,UBS Group AG,15.41,-0.25,-1.58%,2.791M,2.874M,52.243B,8.71,2874000,52243000000
HUM,Humana Inc.,404.95,1.94,+0.48%,"463,872",1.099M,52.243B,16.00,1099000,52243000000
SCHW-PC,The Charles Schwab Corporation,25.45,0.02,+0.08%,"26,148","59,593",52.23B,12.00,59593,52230000000
BX,The Blackstone Group Inc.,74.00,3.24,+4.58%,2.718M,2.794M,52.09B,49.33,2794000,52090000000
NXPI,NXP Semiconductors N.V.,187.99,7.56,+4.19%,1.616M,2.651M,52.075B,"1,044.39",2651000,52075000000
MRAAY,"Murata Manufacturing Co., Ltd.",20.28,-0.43,-2.10%,"100,705","169,633",52.032B,11.66,169633,52032000000
WXXWY,WuXi Biologics (Cayman) Inc.,24.56,2.0,+8.87%,"66,006","423,852",51.902B,,423852,51902000000
SCHW-PD,The Charles Schwab Corporation,25.57,0.15,+0.59%,"20,011","44,496",51.694B,12.06,44496,51694000000
WXIBF,WuXi Biologics (Cayman) Inc.,12.73,0.98,+8.34%,251,"88,607",51.652B,265.21,88607,51652000000
AON,Aon plc,228.30,-1.45,-0.63%,"635,727",1.646M,51.592B,27.00,1646000,51592000000
PHG,Koninklijke Philips N.V.,56.76,0.19,+0.34%,"202,357","444,078",51.36B,35.92,444078,51360000000
F,Ford Motor Company,12.80,-0.11,-0.84%,39.259M,79.081M,50.936B,,79081000,50936000000
WM,"Waste Management, Inc.",120.22,-0.89,-0.74%,"930,936",1.926M,50.871B,34.15,1926000,50871000000
EPD,Enterprise Products Partners L.P.,23.28,0.03,+0.15%,3.716M,8.501M,50.799B,13.59,8501000,50799000000
NWAU,"Consumer Automotive Finance, Inc.",0.0290,0.002,+7.41%,"107,830","371,725",50.758B,,371725,50758000000
REGN,"Regeneron Pharmaceuticals, Inc.",473.68,5.73,+1.22%,"360,009",1.035M,50.746B,15.52,1034999,50746000000
HMC,"Honda Motor Co., Ltd.",29.63,-0.35,-1.17%,"453,081","823,981",50.568B,5.11,823981,50568000000
NILSY,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel,31.89,0.53,+1.70%,"79,549","103,648",50.464B,14.91,103648,50464000000
FSUGY,Fortescue Metals Group Limited,32.69,1.05,+3.32%,"86,264","43,325",50.314B,7.93,43325,50314000000
CP,Canadian Pacific Railway Limited,376.93,4.64,+1.25%,"95,000","281,465",50.207B,30.26,281465,50207000000
NOC,Northrop Grumman Corporation,300.22,0.22,+0.07%,"441,305",1.17M,50.052B,15.78,1170000,50052000000
PDRDY,Pernod Ricard SA,38.47,0.08,+0.21%,"24,971","131,831",49.995B,27.80,131831,49995000000
NTOIY,Neste Oyj,32.45,1.18,+3.77%,"14,545","29,373",49.599B,15.98,29373,49599000000
SMFG,"Sumitomo Mitsui Financial Group, Inc.",7.29,-0.06,-0.87%,"546,889",1.307M,49.569B,6.86,1307000,49569000000
GD,General Dynamics Corporation,172.90,0.48,+0.28%,"536,648",1.455M,49.495B,15.72,1455000,49495000000
MET-PA,"MetLife, Inc.",25.48,0.16,+0.63%,"43,277","40,591",49.493B,4.49,40591,49493000000
RACE,Ferrari N.V.,197.13,5.3,+2.76%,"241,432","350,366",49.199B,43.95,350366,49199000000
AIG-PA,"American International Group, Inc.",27.35,0.16,+0.57%,"13,437","42,908",49.067B,,42908,49067000000
VOD,Vodafone Group Plc,18.59,0.27,+1.50%,2.271M,3.708M,48.919B,,3708000,48919000000
MAR,"Marriott International, Inc.",149.73,2.59,+1.76%,1.127M,2.557M,48.575B,,2557000,48575000000
VODPF,Vodafone Group Plc,1.8300,0.01,+0.55%,355,"25,783",48.46B,,25783,48460000000
LVS,Las Vegas Sands Corp.,63.39,1.37,+2.21%,2.55M,6.762M,48.42B,,6762000,48420000000
PLTR,Palantir Technologies Inc.,26.54,1.79,+7.24%,65.603M,83.498M,48.365B,,83498000,48365000000
DOW,Dow Inc.,64.74,0.65,+1.01%,2.014M,4.172M,48.246B,39.48,4171999,48246000000
CVNA,Carvana Co.,276.05,15.6,+5.99%,"723,922",1.546M,47.553B,,1546000,47553000000
MNST,Monster Beverage Corporation,89.78,0.38,+0.42%,"540,880",2.028M,47.413B,34.01,2028000,47413000000
MET-PE,"MetLife, Inc.",26.69,0.15,+0.57%,"36,247","45,243",47.334B,4.70,45243,47334000000
KHC,The Kraft Heinz Company,38.69,-0.42,-1.09%,3.354M,7.08M,47.319B,133.40,7080000,47319000000
KDP,Keurig Dr Pepper Inc.,33.31,-0.25,-0.74%,3.472M,4.649M,46.876B,35.82,4649000,46876000000
DASH,"DoorDash, Inc.",145.35,9.58,+7.06%,2.332M,3.653M,46.725B,,3653000,46725000000
TME,Tencent Music Entertainment Group,27.83,0.48,+1.76%,4.954M,12.846M,46.686B,85.90,12846000,46686000000
ITOCY,ITOCHU Corporation,63.11,-0.59,-0.93%,"11,821","30,296",46.685B,12.95,30296,46685000000
ROKU,"Roku, Inc.",363.19,6.65,+1.86%,2.438M,4.858M,46.641B,,4858000,46641000000
NEM,Newmont Corporation,58.25,0.07,+0.12%,4.03M,6.458M,46.619B,16.59,6458000,46619000000
HNNMY,H & M Hennes & Mauritz AB (publ),5.05,0.03,+0.70%,"2,665","41,871",46.568B,28.37,41871,46568000000
HTHIY,"Hitachi, Ltd.",96.63,-0.08,-0.08%,"8,315","37,468",46.528B,12.99,37468,46528000000
RELX,RELX PLC,24.26,0.24,+1.00%,1.01M,"558,086",46.496B,22.30,558086,46496000000
DG,Dollar General Corporation,189.58,2.03,+1.08%,1.144M,2.328M,46.447B,18.77,2328000,46447000000
KLAC,KLA Corporation,299.84,16.39,+5.78%,"731,852",1.193M,46.198B,34.29,1193000,46198000000
FANUY,Fanuc Corporation,24.46,0.11,+0.45%,"170,078","257,340",46.078B,29.35,257340,46078000000
HYMTF,Hyundai Motor Company,46.75,0.4,+0.86%,"12,214","31,320",45.719B,12.27,31320,45719000000
TRP,TC Energy Corporation,46.25,0.22,+0.48%,"825,168",2.662M,45.613B,16.64,2662000,45613000000
ING,ING Groep N.V.,11.86,-0.63,-5.04%,8.529M,4.392M,45.593B,8.93,4392000,45593000000
AMX,"América Móvil, S.A.B. de C.V.",13.65,0.34,+2.55%,1.018M,3.322M,45.526B,34.12,3322000,45526000000
KMB,Kimberly-Clark Corporation,133.53,-0.91,-0.67%,"947,960",2.053M,45.135B,19.44,2053000,45135000000
CRWD,"CrowdStrike Holdings, Inc.",203.77,8.91,+4.57%,2.459M,4.267M,45.087B,,4267000,45087000000
PINS,"Pinterest, Inc.",71.31,2.34,+3.39%,6.59M,12.458M,44.819B,,12458000,44819000000
ITUB,Itaú Unibanco Holding S.A.,4.9250,0.145,+3.03%,31.424M,41.9M,44.795B,7.70,41900000,44795000000
ERIC,Telefonaktiebolaget LM Ericsson (publ),13.38,0.81,+6.40%,6.127M,7.504M,44.642B,,7504000,44642000000
PSA-PH,Public Storage,27.64,0.15,+0.53%,"6,947","26,049",44.575B,4.39,26049,44575000000
EIPAF,Eni S.p.A.,12.36,0.41,+3.43%,"300,000","41,766",44.569B,6.66,41766,44569000000
LZAGY,Lonza Group Ltd,59.83,1.38,+2.36%,"18,469","78,386",44.539B,49.32,78386,44539000000
ZIJMF,Zijin Mining Group Company Limited,1.5100,0.165,+12.27%,"101,936","134,405",44.38B,48.71,134405,44380000000
SUHJY,Sun Hung Kai Properties Limited,15.43,-0.05,-0.32%,"13,511","72,245",44.359B,,72245,44359000000
DANOY,Danone S.A.,13.77,-0.09,-0.65%,"340,015","752,228",44.333B,14.07,752228,44333000000
CM,Canadian Imperial Bank of Commerce,99.09,0.43,+0.44%,"177,732","403,316",44.277B,11.31,403316,44277000000
WBA,"Walgreens Boots Alliance, Inc.",51.00,0.48,+0.95%,2.999M,6.445M,44.067B,,6445000,44067000000
EOG,"EOG Resources, Inc.",75.30,0.19,+0.25%,2.247M,4.804M,43.942B,,4804000,43942000000
MURGY,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,31.49,-0.1,-0.33%,"7,207","44,985",43.924B,15.69,44985,43924000000
JCI,Johnson Controls International plc,61.10,0.87,+1.44%,3.302M,4.498M,43.892B,49.19,4498000,43892000000
STZ,"Constellation Brands, Inc.",228.21,1.15,+0.51%,"316,568",1.183M,43.875B,22.02,1183000,43875000000
ERIXF,Telefonaktiebolaget LM Ericsson (publ),13.06,0.53,+4.23%,390,"131,323",43.73B,,131323,43730000000
COF-PG,Capital One Financial Corporation,25.73,0.11,+0.43%,"10,548","33,031",43.609B,4.96,33031,43609000000
TEL,TE Connectivity Ltd.,131.78,1.69,+1.30%,"642,402",1.755M,43.605B,383.08,1755000,43605000000
ROST,"Ross Stores, Inc.",122.23,0.66,+0.54%,1.111M,2.008M,43.57B,509.29,2008000,43570000000
E,Eni S.p.A.,24.69,0.14,+0.57%,"266,827","382,675",43.337B,15.85,382675,43337000000
TRI,Thomson Reuters Corporation,87.22,0.24,+0.28%,"350,924","479,596",43.122B,38.83,479596,43122000000
IDXX,"IDEXX Laboratories, Inc.",502.17,13.39,+2.74%,"176,467","450,351",42.898B,74.84,450351,42898000000
AMKBY,A.P. Møller - Mærsk A/S,11.52,0.35,+3.10%,"225,969","154,505",42.892B,15.89,154505,42892000000
HENKY,Henkel AG & Co. KGaA,23.74,-0.16,-0.67%,"4,157","62,353",42.881B,3.51,62353,42881000000
ALGN,"Align Technology, Inc.",540.66,28.87,+5.64%,"324,074","575,718",42.784B,24.13,575718,42784000000
DOCU,"DocuSign, Inc.",222.76,10.09,+4.74%,2.074M,3.211M,42.604B,,3211000,42604000000
BCLYF,Barclays PLC,2.4400,0.0,0.00%,49,"52,966",42.445B,87.14,52966,42445000000
BCS,Barclays PLC,9.69,-0.05,-0.56%,5.71M,7.043M,42.162B,86.47,7043000,42162000000
ABEV,Ambev S.A.,2.7650,0.055,+2.03%,9.607M,25.168M,42.151B,15.71,25168000,42151000000
CRARY,Crédit Agricole S.A.,7.24,-0.18,-2.43%,"21,309","53,635",42.092B,10.61,53635,42092000000
PSA,Public Storage,240.77,0.93,+0.39%,"190,115","890,960",42.084B,38.28,890960,42084000000
MTCH,"Match Group, Inc.",156.40,9.55,+6.50%,1.223M,2.875M,42.067B,320.49,2875000,42067000000
MFC,Manulife Financial Corporation,21.69,0.22,+1.02%,1.557M,3.158M,42.047B,23.60,3158000,42047000000
COF-PH,Capital One Financial Corporation,25.80,-0.02,-0.08%,"14,454","34,445",41.842B,4.98,34445,41842000000
DSDVY,DSV Panalpina A/S,94.65,0.73,+0.78%,"6,049","48,973",41.795B,59.12,48973,41795000000
BCE,BCE Inc.,46.23,0.12,+0.26%,2.913M,1.29M,41.791B,20.15,1290000,41791000000
KNYJY,KONE Oyj,40.23,0.68,+1.72%,"26,270","25,413",41.731B,41.86,25413,41731000000
DD,"DuPont de Nemours, Inc.",77.24,0.55,+0.72%,1.542M,13.399M,41.562B,,13399000,41562000000
SLB,Schlumberger Limited,29.71,-0.24,-0.80%,6.403M,14.102M,41.543B,,14102000,41543000000
EXC,Exelon Corporation,42.53,0.67,+1.59%,2.943M,5.107M,41.519B,21.16,5107000,41519000000
AIG,"American International Group, Inc.",47.90,0.05,+0.09%,1.761M,4.797M,41.419B,,4797000,41419000000
CTSH,Cognizant Technology Solutions Corporation,77.94,1.92,+2.53%,1.682M,2.89M,41.356B,30.33,2890000,41356000000
NGG,National Grid plc,58.89,0.25,+0.42%,"137,530","329,143",41.322B,9.14,329143,41322000000
TAL,TAL Education Group,68.76,1.83,+2.73%,5M,3.713M,41.283B,,3713000,41283000000
APTV,Aptiv PLC,152.79,4.1,+2.76%,"733,691",1.911M,41.258B,22.93,1911000,41258000000
SYY,Sysco Corporation,80.70,-0.53,-0.65%,1.004M,2.593M,41.19B,,2593000,41190000000
CMG,"Chipotle Mexican Grill, Inc.","1,458.48",41.81,+2.95%,"158,347","297,200",41.048B,116.49,297200,41048000000
ROP,"Roper Technologies, Inc.",390.86,4.8,+1.24%,"191,651","609,363",41.017B,43.53,609363,41017000000
HOCPY,HOYA Corporation,110.89,0.88,+0.80%,"43,160","26,530",40.996B,43.52,26530,40996000000
LLDTF,Lloyds Banking Group plc,0.5713,0.0076,+1.35%,"100,000","53,193",40.831B,,53193,40831000000
ECIFY,Electricité de France S.A.,2.5700,0.27,+11.74%,"36,837","41,128",40.738B,14.29,41128,40738000000
ALBHF,Alibaba Health Information Technology Limited,3.0500,0.1099,+3.74%,"5,716","83,784",40.736B,,83784,40736000000
LULU,Lululemon Athletica Inc.,312.19,3.19,+1.03%,1.082M,1.613M,40.69B,73.27,1613000,40690000000
AHCHY,Anhui Conch Cement Company Limited,33.08,0.71,+2.19%,"4,468","25,180",40.654B,8.63,25180,40654000000
BIIB,Biogen Inc.,266.71,4.1,+1.56%,"991,717",1.31M,40.63B,10.75,1310000,40630000000
SXYAY,Sika AG,28.60,0.79,+2.84%,"18,035","66,262",40.61B,63.32,66262,40610000000
AEP,"American Electric Power Company, Inc.",81.41,0.21,+0.26%,1.228M,3.123M,40.433B,18.42,3123000,40433000000
